Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
330,Forrest Lasso\Forrest-Lasso,us USA,DF,FC Cincinnati,25,1993,5,4,394,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
331,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,26,1992,22,19,1729,19.2,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.7,1.5,0.04,0.04,0.08,0.04,0.08,Matches
332,Emmanuel Ledesma\Emmanuel-Ledesma,ar ARG,FWMF,FC Cincinnati,30,1988,26,20,1764,19.6,6,4,3,3,4,4,0,0.31,0.20,0.51,0.15,0.36,5.2,2.2,3.1,5.3,0.27,0.16,0.43,0.11,0.27,Matches
333,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,28,1990,29,27,2407,26.7,5,2,5,0,0,7,1,0.19,0.07,0.26,0.19,0.26,2.3,2.3,2.2,4.5,0.09,0.08,0.17,0.09,0.17,Matches
334,Brooks Lennon\Brooks-Lennon,us USA,DFFW,Real Salt Lake,21,1997,28,16,1547,17.2,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,1.5,2.5,0.06,0.08,0.14,0.06,0.14,Matches
335,Brett Levis\Brett-Levis,ca CAN,DFFW,Vancouver,25,1993,9,3,334,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.02,0.16,0.17,0.02,0.17,Matches
336,Jonathan Lewis\Jonathan-Lewis,us USA,MFFW,NYCFC,21,1997,6,2,216,2.4,0,1,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,0.0,0.0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
337,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,Colorado,21,1997,16,10,898,10.0,5,3,5,0,0,2,0,0.50,0.30,0.80,0.50,0.80,2.0,2.0,1.9,3.9,0.20,0.19,0.39,0.20,0.39,Matches
338,Danny Leyva\Danny-Leyva,us USA,MF,Seattle,15,2003,6,4,414,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
339,Grant Lillard\Grant-Lillard,us USA,DF,Chicago,23,1995,4,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
340,Nick Lima\Nick-Lima,us USA,DF,San Jose,24,1994,24,21,1808,20.1,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,1.4,1.9,0.03,0.07,0.10,0.03,0.10,Matches
341,Jaylin Lindsey\Jaylin-Lindsey,us USA,DF,Sporting KC,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Sebastian Lletget\Sebastian-Lletget,us USA,MFFW,LA Galaxy,26,1992,29,27,2314,25.7,3,5,3,0,0,4,0,0.12,0.19,0.31,0.12,0.31,2.4,2.4,3.3,5.7,0.09,0.13,0.22,0.09,0.22,Matches
343,Robin Lod\Robin-Lod,fi FIN,FWMF,Minnesota,25,1993,10,6,582,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.3,1.6,0.21,0.04,0.25,0.21,0.25,Matches
344,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,29,1989,28,28,2498,27.8,7,7,5,2,2,7,0,0.25,0.25,0.50,0.18,0.43,6.2,4.7,9.8,14.5,0.22,0.35,0.58,0.17,0.52,Matches
345,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,26,1992,24,24,2115,23.5,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.5,1.5,0.5,2.0,0.06,0.02,0.08,0.06,0.08,Matches
346,Marcos López\Marcos-Lopez,pe PER,DF,San Jose,19,1999,18,15,1162,12.9,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.5,2.2,0.05,0.11,0.17,0.05,0.17,Matches
347,Marvin Loría\Marvin-Loria,cr CRC,FW,Portland,21,1997,19,8,705,7.8,2,0,2,0,0,3,0,0.26,0.00,0.26,0.26,0.26,1.1,1.1,0.9,2.1,0.15,0.12,0.26,0.15,0.26,Matches
348,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Montreal,27,1991,28,28,2520,28.0,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,2.0,2.5,0.02,0.07,0.09,0.02,0.09,Matches
349,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Montreal,27,1991,4,1,101,1.1,0,1,0,0,0,0,0,0.00,0.89,0.89,0.00,0.89,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
350,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Chicago,27,1991,15,13,1034,11.5,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.04,0.04,0.00,0.04,Matches
351,Everton Luiz\Everton-Luiz,br BRA,MF,Real Salt Lake,30,1988,27,24,2107,23.4,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,1.0,1.6,0.03,0.04,0.07,0.03,0.07,Matches
352,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,24,1994,28,26,2388,26.5,0,3,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,4.4,4.6,0.01,0.17,0.17,0.01,0.17,Matches
353,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,31,1987,22,22,1901,21.1,2,0,2,0,0,7,1,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.1,1.6,0.07,0.00,0.08,0.07,0.08,Matches
354,Gary Mackay-Steven\Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,28,1990,12,5,527,5.9,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.7,1.7,1.0,2.8,0.30,0.18,0.47,0.30,0.47,Matches
355,Zac MacMath\Zac-MacMath,us USA,GK,Vancouver,27,1991,8,8,720,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
356,Connor Maloney\Connor-Maloney,us USA,DF,Columbus,23,1995,10,9,795,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches
357,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,31,1988,16,13,1191,13.2,1,0,1,0,0,5,1,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
358,Carter Manley\Carter-Manley,us USA,DF,Minnesota,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
359,Kekuta Manneh\Kekuta-Manneh,us USA,FWMF,FC Cincinnati,24,1994,27,15,1499,16.7,4,3,4,0,0,0,1,0.24,0.18,0.42,0.24,0.42,2.8,2.8,2.2,5.0,0.17,0.13,0.30,0.17,0.30,Matches
360,Vito Mannone\Vito-Mannone,it ITA,GK,Minnesota,30,1988,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
361,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,23,1995,32,28,2530,28.1,13,7,12,1,2,1,0,0.46,0.25,0.71,0.43,0.68,14.5,13.0,5.6,18.7,0.52,0.20,0.72,0.46,0.66,Matches
362,Paul Marie\Paul-Marie,fr FRA,DF,San Jose,23,1995,9,3,349,3.9,0,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,0.4,0.8,0.12,0.10,0.22,0.12,0.22,Matches
363,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,34,1984,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.04,0.07,0.11,0.04,0.11,Matches
364,Collin Martin\Collin-Martin,us USA,MF,Minnesota,24,1994,3,2,184,2.0,0,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.0,0.0,0.4,0.4,0.01,0.20,0.21,0.01,0.21,Matches
365,Cristian Martínez\Cristian-Martinez,pa PAN,MFFW,Chicago,21,1997,5,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.06,0.22,0.16,0.22,Matches
366,Douglas Martinez\Douglas-Martinez,hn HON,FW,Real Salt Lake,21,1997,1,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
367,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,25,1993,29,29,2578,28.6,27,3,22,5,6,1,0,0.94,0.10,1.05,0.77,0.87,23.3,18.9,3.0,21.9,0.81,0.11,0.92,0.66,0.76,Matches
368,Tomás Martínez\Tomas-Martinez,ar ARG,MFFW,Houston,23,1995,33,30,2313,25.7,5,2,5,0,0,2,0,0.19,0.08,0.27,0.19,0.27,3.4,3.4,2.6,6.0,0.13,0.10,0.23,0.13,0.23,Matches
369,Luís Martins\Luis-Martins,pt POR,DF,Sporting KC,26,1992,10,9,830,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches
370,Rónald Matarrita\Ronald-Matarrita,cr CRC,DF,NYCFC,24,1994,24,24,1973,21.9,1,1,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,1.5,1.5,2.5,4.0,0.07,0.12,0.19,0.07,0.19,Matches
371,Darren Mattocks\Darren-Mattocks,jm JAM,FW,FC Cincinnati,28,1990,21,13,1273,14.1,3,3,2,1,1,0,0,0.21,0.21,0.42,0.14,0.35,3.6,2.8,2.5,5.4,0.25,0.18,0.43,0.20,0.38,Matches
372,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,30,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
373,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,27,1991,26,24,2112,23.5,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches
374,Olivier Mbaizo\Olivier-Mbaizo,cm CMR,DF,Philadelphia,21,1997,3,2,196,2.2,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.1,0.1,0.4,0.5,0.05,0.16,0.21,0.05,0.21,Matches
375,Thomas McCabe\Thomas-McCabe,us USA,MF,FC Cincinnati,20,1998,6,2,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
376,Chris McCann\Chris-McCann,ie IRL,DFMF,D.C. United,31,1987,6,4,318,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
377,Dax McCarty\Dax-McCarty,us USA,MF,Chicago,31,1987,32,32,2846,31.6,1,2,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,2.2,2.2,1.7,3.8,0.07,0.05,0.12,0.07,0.12,Matches
378,Brendan McDonough\Brendan-McDonough,us USA,DF,Vancouver,22,1996,1,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Mark McKenzie\Mark-McKenzie,us USA,DF,Philadelphia,19,1999,7,6,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
380,Thomas McNamara\Thomas-McNamara,us USA,MFFW,Houston,27,1991,33,15,1540,17.1,2,3,2,0,0,3,0,0.12,0.18,0.29,0.12,0.29,2.2,2.2,1.6,3.9,0.13,0.10,0.23,0.13,0.23,Matches
381,Ryan Meara\Ryan-Meara,us USA,GK,NY Red Bulls,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
382,Jesús Medina\Jesus-Medina,py PAR,MFFW,NYCFC,21,1997,18,6,734,8.2,3,1,2,1,1,1,0,0.37,0.12,0.49,0.25,0.37,3.6,2.9,1.0,3.9,0.45,0.12,0.57,0.35,0.47,Matches
383,Jimmy Medranda\Jimmy-Medranda,co COL,FWMF,Sporting KC,24,1994,10,2,183,2.0,0,1,0,0,0,1,0,0.00,0.49,0.49,0.00,0.49,0.3,0.3,0.2,0.5,0.15,0.10,0.24,0.15,0.24,Matches
384,Haris Medunjanin\Haris-Medunjanin,ba BIH,MF,Philadelphia,33,1985,34,34,3060,34.0,1,4,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15,1.2,1.2,5.7,6.9,0.03,0.17,0.20,0.03,0.20,Matches
385,Lucas Melano\Lucas-Melano,ar ARG,FW,Portland,25,1993,8,1,127,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.23,0.07,0.30,0.23,0.30,Matches
386,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,32,1986,32,32,2880,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
387,Jhegson Méndez\Jhegson-Mendez,ec ECU,MF,Orlando City,21,1997,22,20,1787,19.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches
388,Jonathan Mensah\Jonathan-Mensah,gh GHA,DF,Columbus,28,1990,24,23,2152,23.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.02,0.00,0.03,0.02,0.03,Matches
389,Justin Meram\Justin-Meram,iq IRQ,DFFW,Atlanta,30,1988,20,14,1265,14.1,4,0,4,0,0,3,0,0.28,0.00,0.28,0.28,0.28,2.1,2.1,2.5,4.6,0.15,0.18,0.33,0.15,0.33,Matches
390,Justin Meram\Justin-Meram,iq IRQ,FW,Columbus,30,1988,9,4,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.12,0.02,0.14,0.12,0.14,Matches
391,Romain Métanire\Romain-Metanire,mg MAD,DF,Minnesota,28,1990,27,27,2430,27.0,1,4,1,0,0,5,0,0.04,0.15,0.19,0.04,0.19,0.3,0.3,3.5,3.8,0.01,0.13,0.14,0.01,0.14,Matches
392,Nicolás Mezquida\Nicolas-Mezquida,uy URU,MFFW,Colorado,27,1992,32,11,1418,15.8,4,3,3,1,1,4,0,0.25,0.19,0.44,0.19,0.38,4.3,3.5,3.4,6.9,0.27,0.22,0.49,0.22,0.44,Matches
393,Benji Michel\Benji-Michel,us USA,FWMF,Orlando City,21,1997,17,9,947,10.5,5,1,5,0,0,0,0,0.48,0.10,0.57,0.48,0.57,2.9,2.9,0.4,3.3,0.27,0.04,0.31,0.27,0.31,Matches
394,Djordje Mihailovic\Djordje-Mihailovic,us USA,MF,Chicago,20,1998,27,16,1450,16.1,3,1,3,0,0,4,0,0.19,0.06,0.25,0.19,0.25,1.9,1.9,2.4,4.3,0.13,0.16,0.28,0.13,0.28,Matches
395,Eric Miller\Eric-Miller,us USA,DF,NYCFC,26,1993,5,4,328,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
396,Eric Miller\Eric-Miller,us USA,DF,Minnesota,26,1993,6,5,435,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.05,0.01,0.06,0.05,0.06,Matches
397,Kamal Miller\Kamal-Miller,ca CAN,DF,Orlando City,21,1997,16,14,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
398,Tyler Miller\Tyler-Miller,us USA,GK,Los Angeles FC,25,1993,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
399,Alexandru Mitriță\Alexandru-Mitrita,ro ROU,FWMF,NYCFC,23,1995,29,24,2127,23.6,12,2,12,0,0,2,0,0.51,0.08,0.59,0.51,0.59,7.7,7.7,3.5,11.2,0.33,0.15,0.47,0.33,0.47,Matches
400,Wilfried Moimbé\Wilfried-Moimbe,fr FRA,DFFW,Minnesota,30,1988,4,4,335,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.02,0.01,0.02,Matches
401,Youness Mokhtar\Youness-Mokhtar,ma MAR,FW,Columbus,27,1991,8,5,440,4.9,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.0,1.0,1.5,2.5,0.21,0.30,0.51,0.21,0.51,Matches
402,Kevin Molino\Kevin-Molino,tt TRI,FWMF,Minnesota,28,1990,17,11,907,10.1,3,4,3,0,0,1,0,0.30,0.40,0.69,0.30,0.69,4.0,4.0,3.0,7.1,0.40,0.30,0.70,0.40,0.70,Matches
403,Mohamed El Monir\Mohamed-El-Monir,ly LBY,DF,Los Angeles FC,26,1992,15,4,590,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.6,0.6,1.4,2.0,0.09,0.21,0.30,0.09,0.30,Matches
404,Jamiro Monteiro\Jamiro-Monteiro,cv CPV,MF,Philadelphia,25,1993,26,22,2049,22.8,4,7,2,2,3,3,0,0.18,0.31,0.48,0.09,0.40,5.6,3.3,4.7,8.0,0.24,0.20,0.45,0.14,0.35,Matches
405,Fredy Montero\Fredy-Montero,co COL,FWMF,Vancouver,31,1987,32,22,2096,23.3,8,2,4,4,4,1,1,0.34,0.09,0.43,0.17,0.26,7.5,4.5,2.3,6.9,0.32,0.10,0.42,0.19,0.29,Matches
406,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,35,1984,13,11,1024,11.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
407,Joseph Mora\Joseph-Mora,cr CRC,DF,D.C. United,26,1993,20,18,1594,17.7,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,1.4,1.5,0.01,0.08,0.09,0.01,0.09,Matches
408,Maximiliano Moralez\Maximiliano-Moralez,ar ARG,MFFW,NYCFC,31,1987,29,28,2431,27.0,7,12,3,4,8,7,0,0.26,0.44,0.70,0.11,0.56,9.2,3.9,8.9,12.9,0.35,0.34,0.70,0.15,0.49,Matches
409,Jorge Moreira\Jorge-Moreira,py PAR,DF,Portland,28,1990,26,25,2231,24.8,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,2.4,3.7,0.05,0.10,0.15,0.05,0.15,Matches
410,Amando Moreno\Amando-Moreno,us USA,FWMF,Chicago,23,1995,7,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.5,1.61,0.90,2.51,1.61,2.51,Matches
411,Junior Moreno\Junior-Moreno,ve VEN,MF,D.C. United,25,1993,29,29,2549,28.3,0,2,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,0.6,0.6,2.1,2.7,0.02,0.07,0.10,0.02,0.10,Matches
412,Ashtone Morgan\Ashtone-Morgan,ca CAN,DFMF,Toronto FC,27,1991,9,3,313,3.5,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12,Matches
413,Jordan Morris\Jordan-Morris,us USA,FW,Seattle,24,1994,26,24,2036,22.6,10,6,10,0,0,2,0,0.44,0.27,0.71,0.44,0.71,8.4,8.4,4.1,12.5,0.37,0.18,0.55,0.37,0.55,Matches
414,Justin Morrow\Justin-Morrow,us USA,DF,Toronto FC,31,1987,28,26,2348,26.1,1,3,1,0,0,2,1,0.04,0.11,0.15,0.04,0.15,1.2,1.2,2.5,3.7,0.05,0.09,0.14,0.05,0.14,Matches
415,João Moutinho\Joao-Moutinho,pt POR,DF,Orlando City,21,1998,16,15,1220,13.6,0,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,1.4,2.1,0.05,0.10,0.15,0.05,0.15,Matches
416,Chris Mueller\Chris-Mueller,us USA,FWMF,Orlando City,22,1996,29,16,1370,15.2,5,3,5,0,0,1,0,0.33,0.20,0.53,0.33,0.53,2.1,2.1,3.6,5.6,0.14,0.23,0.37,0.14,0.37,Matches
417,Georges Mukumbilwa\Georges-Mukumbilwa,ca CAN,MF,Vancouver,19,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
418,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,30,1988,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
419,Patrick Mullins\Patrick-Mullins,us USA,FWMF,Columbus,26,1992,9,2,202,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.14,0.05,0.18,0.14,0.18,Matches
420,Patrick Mullins\Patrick-Mullins,us USA,FW,Toronto FC,26,1992,8,4,348,3.9,2,0,2,0,0,0,0,0.52,0.00,0.52,0.52,0.52,1.1,1.1,0.3,1.3,0.28,0.07,0.34,0.28,0.34,Matches
421,Alex Muyl\Alex-Muyl,us USA,FWDF,NY Red Bulls,23,1995,24,17,1398,15.5,3,2,3,0,0,4,0,0.19,0.13,0.32,0.19,0.32,2.8,2.8,2.5,5.3,0.18,0.16,0.34,0.18,0.34,Matches
422,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Atlanta,28,1990,33,32,2822,31.4,2,4,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,1.1,1.1,3.6,4.8,0.04,0.12,0.15,0.04,0.15,Matches
423,Nani\Nani,pt POR,FWMF,Orlando City,32,1986,30,26,2273,25.3,12,5,9,3,5,4,0,0.48,0.20,0.67,0.36,0.55,7.9,4.0,6.7,10.7,0.31,0.27,0.58,0.16,0.42,Matches
424,Sean Nealis\Sean-Nealis,us USA,DF,NY Red Bulls,22,1997,9,3,457,5.1,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
425,John Nelson\John-Nelson,us USA,DF,FC Dallas,20,1998,9,4,455,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,Matches
426,Krisztián Németh\Krisztian-Nemeth,hu HUN,FW,Sporting KC,30,1989,24,18,1559,17.3,8,2,8,0,1,5,1,0.46,0.12,0.58,0.46,0.58,10.1,9.4,2.1,11.5,0.58,0.12,0.71,0.54,0.66,Matches
427,Jake Nerwinski\Jake-Nerwinski,us USA,DF,Vancouver,24,1994,26,24,2021,22.5,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches
428,Michee Ngalina\Michee-Ngalina,cd COD,FWMF,Philadelphia,18,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
429,Lee Nguyen\Lee-Nguyen,us USA,MF,Los Angeles FC,32,1986,23,11,1178,13.1,0,4,0,0,0,3,0,0.00,0.31,0.31,0.00,0.31,1.1,1.1,3.2,4.2,0.08,0.24,0.32,0.08,0.32,Matches
430,Sam Nicholson\Sam-Nicholson,sco SCO,FWMF,Colorado,24,1995,27,19,1770,19.7,2,3,2,0,0,2,0,0.10,0.15,0.25,0.10,0.25,3.8,3.8,2.6,6.4,0.19,0.13,0.33,0.19,0.33,Matches
431,Gonzalo Nicolás Martínez\Gonzalo-Nicolas-Martinez,ar ARG,FWMF,Atlanta,25,1993,32,26,2140,23.8,5,7,3,2,3,2,0,0.21,0.29,0.50,0.13,0.42,7.9,5.6,6.1,11.7,0.33,0.26,0.59,0.24,0.49,Matches
432,Nemanja Nikolić\Nemanja-Nikolic,hu HUN,FW,Chicago,31,1987,31,25,1991,22.1,12,0,10,2,2,3,0,0.54,0.00,0.54,0.45,0.45,12.5,11.0,2.4,13.4,0.59,0.11,0.70,0.52,0.63,Matches
433,Harry Novillo\Harry-Novillo,fr FRA,FW,Montreal,26,1992,11,5,441,4.9,1,2,1,0,0,1,0,0.20,0.41,0.61,0.20,0.61,0.4,0.4,0.6,1.0,0.09,0.12,0.20,0.09,0.20,Matches
434,Shane O'Neill\Shane-ONeill,us USA,DF,Orlando City,25,1993,11,8,839,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07,Matches
435,Alfonso Ocampo-Chavez\Alfonso-Ocampo-Chavez,us USA,FW,Seattle,16,2002,3,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.11,0.21,0.10,0.21,Matches
436,Chris Odoi-Atsem\Chris-Odoi-Atsem,us USA,DF,D.C. United,23,1995,3,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
437,Ebenezer Ofori\Ebenezer-Ofori,gh GHA,MF,NYCFC,23,1995,20,14,1261,14.0,2,0,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches
438,Orji Okwonkwo\Orji-Okwonkwo,ng NGA,FWMF,Montreal,21,1998,28,24,1769,19.7,8,2,8,0,0,4,0,0.41,0.10,0.51,0.41,0.51,6.0,6.0,2.2,8.2,0.30,0.11,0.42,0.30,0.42,Matches
439,Lawrence Olum\Lawrence-Olum,ke KEN,MF,Minnesota,34,1984,10,5,547,6.1,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.1,0.5,0.08,0.01,0.09,0.08,0.09,Matches
