Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
311,Kevin Kratz\Kevin-Kratz,de GER,MF,Atlanta,30,1987,20,5,601,6.7,1,1,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,Matches
312,Matías Laba\Matias-Laba,ar ARG,MF,Vancouver,25,1991,19,19,1609,17.9,2,0,2,0,0,6,1,0.11,0.00,0.11,0.11,0.11,Matches
313,Connor Lade\Connor-Lade,us USA,DFMF,NY Red Bulls,27,1989,21,16,1378,15.3,0,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
314,Roland Lamah\Roland-Lamah,be BEL,MF,FC Dallas,29,1987,32,29,2138,23.8,11,2,11,0,0,2,0,0.46,0.08,0.55,0.46,0.55,Matches
315,Matt Lampson\Matt-Lampson,us USA,GK,Chicago,27,1989,24,24,2160,24.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Jeff Larentowicz\Jeff-Larentowicz,us USA,MFDF,Atlanta,33,1983,33,30,2599,28.9,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches
317,Cyle Larin\Cyle-Larin,ca CAN,FW,Orlando City,21,1995,28,24,2167,24.1,12,3,12,0,1,1,0,0.50,0.12,0.62,0.50,0.62,Matches
318,Richie Laryea\Richie-Laryea,ca CAN,MF,Orlando City,22,1995,12,1,261,2.9,0,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,Matches
319,Ariel Lassiter\Ariel-Lassiter,cr CRC,FWMF,LA Galaxy,22,1994,14,0,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches
320,Kemar Lawrence\Kemar-Lawrence,jm JAM,DFMF,NY Red Bulls,24,1992,24,23,2074,23.0,1,5,1,0,0,7,0,0.04,0.22,0.26,0.04,0.26,Matches
321,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,MFFW,D.C. United,33,1984,16,8,736,8.2,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches
322,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,26,1990,15,14,1290,14.3,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
323,Michael de Leeuw\Michael-de-Leeuw,nl NED,MFFW,Chicago,30,1986,30,26,2245,24.9,3,7,3,0,0,5,0,0.12,0.28,0.40,0.12,0.40,Matches
324,Wandrille Lefèvre\Wandrille-Lefevre,ca CAN,DF,Montreal,27,1989,3,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
325,José Leitón\Jose-Leiton,cr CRC,DF,Minnesota,23,1993,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Brooks Lennon\Brooks-Lennon,us USA,FWMF,Real Salt Lake,19,1997,25,15,1533,17.0,3,2,3,0,0,2,0,0.18,0.12,0.29,0.18,0.29,Matches
327,Leonardo\Leonardo,br BRA,DF,Houston,28,1988,30,29,2616,29.1,2,1,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,Matches
328,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,NYCFC,19,1997,11,4,345,3.8,2,1,2,0,0,0,0,0.52,0.26,0.78,0.52,0.78,Matches
329,Nick Lima\Nick-Lima,us USA,DFMF,San Jose,22,1994,22,20,1809,20.1,2,1,2,0,0,2,2,0.10,0.05,0.15,0.10,0.15,Matches
330,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,24,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Cristian Lobato\Cristian-Lobato,es ESP,FWMF,Sporting KC,27,1989,10,6,547,6.1,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
332,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MFFW,Seattle,27,1989,33,33,2964,32.9,7,9,4,3,3,5,1,0.21,0.27,0.49,0.12,0.39,Matches
333,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,24,1992,31,30,2658,29.5,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
334,Mikey Lopez\Mikey-Lopez,us USA,MF,NYCFC,23,1993,12,5,612,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
335,Daniel Lovitz\Daniel-Lovitz,us USA,DFMF,Montreal,25,1991,25,19,1756,19.5,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
336,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,29,1987,13,13,1160,12.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
337,Adolfo Machado\Adolfo-Machado,pa PAN,DF,Houston,31,1985,33,33,2970,33.0,0,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
338,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,25,1991,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
339,Calum Mallace\Calum-Mallace,sco SCO,MF,Montreal,27,1990,7,4,298,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
340,Connor Maloney\Connor-Maloney,us USA,MF,Columbus,21,1995,2,1,126,1.4,0,1,0,0,0,0,0,0.00,0.71,0.71,0.00,0.71,Matches
341,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Montreal,32,1984,26,20,1743,19.4,6,1,5,1,1,5,0,0.31,0.05,0.36,0.26,0.31,Matches
342,Kekuta Manneh\Kekuta-Manneh,us USA,MFFW,Columbus,22,1994,19,9,841,9.3,4,3,4,0,0,0,0,0.43,0.32,0.75,0.43,0.75,Matches
343,Kekuta Manneh\Kekuta-Manneh,us USA,FW,Vancouver,22,1994,3,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,21,1995,33,24,2062,22.9,10,5,10,0,1,3,0,0.44,0.22,0.65,0.44,0.65,Matches
345,Stefan Marinovic\Stefan-Marinovic,nz NZL,GK,Vancouver,25,1991,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Richie Marquez\Richie-Marquez,us USA,DF,Philadelphia,24,1992,15,13,1214,13.5,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches
347,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,32,1984,28,27,2366,26.3,1,2,1,0,0,2,0,0.04,0.08,0.11,0.04,0.11,Matches
348,Collin Martin\Collin-Martin,us USA,MF,Minnesota,22,1994,11,7,634,7.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
349,Cristian Martínez\Cristian-Martinez,pa PAN,MF,Columbus,19,1997,8,1,243,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
350,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,23,1993,20,17,1522,16.9,19,1,17,2,2,4,0,1.12,0.06,1.18,1.01,1.06,Matches
351,Tomás Martínez\Tomas-Martinez,ar ARG,MF,Houston,21,1995,9,5,503,5.6,2,0,2,0,0,2,0,0.36,0.00,0.36,0.36,0.36,Matches
352,Rónald Matarrita\Ronald-Matarrita,cr CRC,DF,NYCFC,22,1994,12,8,697,7.7,0,2,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,Matches
353,Darren Mattocks\Darren-Mattocks,jm JAM,FW,Portland,26,1990,24,11,1079,12.0,4,1,4,0,0,1,0,0.33,0.08,0.42,0.33,0.42,Matches
354,Aaron Maund\Aaron-Maund,tt TRI,DF,Vancouver,26,1990,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
355,Aaron Maund\Aaron-Maund,tt TRI,DF,Real Salt Lake,26,1990,13,12,998,11.1,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
356,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,25,1991,26,24,2012,22.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
357,Jack McBean\Jack-McBean,us USA,FW,LA Galaxy,22,1994,18,8,717,8.0,2,0,2,0,0,4,0,0.25,0.00,0.25,0.25,0.25,Matches
358,Chris McCann\Chris-McCann,ie IRL,DFMF,Atlanta,29,1987,23,9,968,10.8,0,2,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches
359,John McCarthy\John-McCarthy,us USA,GK,Philadelphia,24,1992,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
360,Dax McCarty\Dax-McCarty,us USA,MF,Chicago,29,1987,28,28,2461,27.3,0,4,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
361,Jack McInerney\Jack-McInerney,us USA,FW,LA Galaxy,24,1992,8,3,263,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Ben McKendry\Ben-McKendry,ca CAN,MF,Vancouver,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Thomas McNamara\Thomas-McNamara,us USA,MFFW,NYCFC,25,1991,27,19,1569,17.4,3,1,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,Matches
364,Tyrone Mears\Tyrone-Mears,jm JAM,DF,Atlanta,33,1983,20,16,1502,16.7,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
365,Jimmy Medranda\Jimmy-Medranda,co COL,FWMF,Sporting KC,22,1994,33,24,2078,23.1,2,1,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches
366,Haris Medunjanin\Haris-Medunjanin,ba BIH,MF,Philadelphia,31,1985,34,34,3056,34.0,2,8,2,0,0,4,0,0.06,0.24,0.29,0.06,0.29,Matches
367,João Meira\Joao-Meira,pt POR,DF,Chicago,29,1987,30,27,2414,26.8,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches
368,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,30,1986,31,31,2758,30.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
369,Raúl Mendiola\Raul-Mendiola,us USA,FWMF,LA Galaxy,22,1994,4,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Jonathan Mensah\Jonathan-Mensah,gh GHA,DF,Columbus,26,1990,26,25,2168,24.1,2,1,2,0,0,7,2,0.08,0.04,0.12,0.08,0.12,Matches
371,Justin Meram\Justin-Meram,iq IRQ,MF,Columbus,28,1988,34,32,2575,28.6,13,5,13,0,0,6,0,0.45,0.17,0.63,0.45,0.63,Matches
372,Dan Metzger\Dan-Metzger,us USA,MF,NY Red Bulls,23,1993,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Nicolás Mezquida\Nicolas-Mezquida,uy URU,MFFW,Vancouver,25,1992,20,8,691,7.7,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches
374,Djordje Mihailovic\Djordje-Mihailovic,us USA,MF,Chicago,18,1998,17,7,739,8.2,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches
375,Eric Miller\Eric-Miller,us USA,DF,Colorado,24,1993,30,30,2614,29.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
376,Roy Miller\Roy-Miller,cr CRC,DF,Portland,32,1984,26,26,2265,25.2,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,Matches
377,Tyler Miller\Tyler-Miller,us USA,GK,Seattle,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
378,Bruno Miranda\Bruno-Miranda,bo BOL,FW,D.C. United,18,1998,5,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
379,Kevin Molino\Kevin-Molino,tt TRI,MFFW,Minnesota,26,1990,30,30,2503,27.8,7,9,4,3,4,5,0,0.25,0.32,0.58,0.14,0.47,Matches
380,Fredy Montero\Fredy-Montero,co COL,FW,Vancouver,29,1987,33,26,2466,27.4,13,6,11,2,4,6,0,0.47,0.22,0.69,0.40,0.62,Matches
381,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,33,1984,25,24,2175,24.2,2,1,2,0,0,1,0,0.08,0.04,0.12,0.08,0.12,Matches
382,Javier Morales\Javier-Morales,ar ARG,MF,FC Dallas,37,1980,15,8,757,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
383,Maximiliano Moralez\Maximiliano-Moralez,ar ARG,MFFW,NYCFC,29,1987,29,28,2521,28.0,5,8,5,0,1,8,0,0.18,0.29,0.46,0.18,0.46,Matches
384,Ashtone Morgan\Ashtone-Morgan,ca CAN,MFDF,Toronto FC,25,1991,5,3,283,3.1,1,0,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
385,Jordan Morris\Jordan-Morris,us USA,FWMF,Seattle,22,1994,23,22,1790,19.9,3,2,3,0,0,0,0,0.15,0.10,0.25,0.15,0.25,Matches
386,Justin Morrow\Justin-Morrow,us USA,DFMF,Toronto FC,29,1987,28,28,2477,27.5,8,1,8,0,0,0,0,0.29,0.04,0.33,0.29,0.33,Matches
387,Yura Movsisyan\Yura-Movsisyan,am ARM,FW,Real Salt Lake,29,1987,28,16,1422,15.8,7,0,6,1,1,4,0,0.44,0.00,0.44,0.38,0.38,Matches
388,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,28,1988,27,22,1947,21.6,3,2,3,0,0,4,0,0.14,0.09,0.23,0.14,0.23,Matches
389,Patrick Mullins\Patrick-Mullins,us USA,FW,D.C. United,24,1992,20,12,1072,11.9,5,0,5,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches
390,James Musa\James-Musa,nz NZL,MF,Sporting KC,24,1992,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Soni Mustivar\Soni-Mustivar,ht HAI,MF,Sporting KC,26,1990,14,2,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Alex Muyl\Alex-Muyl,us USA,MFFW,NY Red Bulls,21,1995,30,21,1937,21.5,3,3,3,0,0,4,0,0.14,0.14,0.28,0.14,0.28,Matches
393,Chance Myers\Chance-Myers,us USA,DF,Portland,29,1987,1,1,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Portland,26,1990,27,27,2324,25.8,3,2,3,0,0,3,0,0.12,0.08,0.19,0.12,0.19,Matches
395,Adam Najem\Adam-Najem,af AFG,MF,Philadelphia,22,1995,5,1,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Hassan Ndam\Hassan-Ndam,cm CMR,DF,NY Red Bulls,18,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
397,Lamar Neagle\Lamar-Neagle,us USA,MFFW,D.C. United,29,1987,22,9,1127,12.5,1,0,0,1,2,4,0,0.08,0.00,0.08,0.00,0.00,Matches
398,Lamar Neagle\Lamar-Neagle,us USA,FWMF,Seattle,29,1987,8,0,95,1.1,2,0,2,0,0,2,0,1.89,0.00,1.89,1.89,1.89,Matches
399,Krisztián Németh\Krisztian-Nemeth,hu HUN,FWMF,New England,28,1989,6,3,177,2.0,1,1,1,0,0,0,1,0.51,0.51,1.02,0.51,1.02,Matches
400,Jake Nerwinski\Jake-Nerwinski,us USA,DF,Vancouver,22,1994,19,19,1706,19.0,0,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches
401,Lee Nguyen\Lee-Nguyen,us USA,FWMF,New England,30,1986,31,30,2535,28.2,11,9,8,3,3,3,0,0.39,0.32,0.71,0.28,0.60,Matches
402,Sam Nicholson\Sam-Nicholson,sco SCO,MF,Minnesota,22,1995,12,8,636,7.1,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
403,Nemanja Nikolić\Nemanja-Nikolic,hu HUN,FW,Chicago,29,1987,34,34,2938,32.6,24,3,20,4,5,1,0,0.74,0.09,0.83,0.61,0.70,Matches
404,Antonio Nocerino\Antonio-Nocerino,it ITA,MF,Orlando City,31,1985,31,28,2226,24.7,1,0,1,0,0,2,1,0.04,0.00,0.04,0.04,0.04,Matches
405,Patrick Nyarko\Patrick-Nyarko,gh GHA,MFFW,D.C. United,31,1986,14,12,1025,11.4,1,2,1,0,0,0,0,0.09,0.18,0.26,0.09,0.26,Matches
406,Nicolai Næss\Nicolai-Naess,no NOR,DF,Columbus,24,1993,18,17,1474,16.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Chris Odoi-Atsem\Chris-Odoi-Atsem,us USA,DF,D.C. United,21,1995,9,5,484,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Dominic Oduro\Dominic-Oduro,gh GHA,MFFW,Montreal,31,1985,25,17,1435,15.9,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
409,Sean Okoli\Sean-Okoli,us USA,FW,NYCFC,23,1993,16,3,430,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
410,Amobi Okugo\Amobi-Okugo,us USA,MFDF,Portland,25,1991,8,3,399,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
411,Kévin Oliveira\Kevin-Oliveira,cv CPV,FWMF,Sporting KC,20,1996,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Lawrence Olum\Lawrence-Olum,ke KEN,DFMF,Portland,32,1984,30,22,2109,23.4,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
413,Oguchi Onyewu\Oguchi-Onyewu,us USA,DF,Philadelphia,34,1982,22,22,1928,21.4,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches
414,Ike Opara\Ike-Opara,us USA,DF,Sporting KC,27,1989,30,30,2700,30.0,3,0,3,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
415,Kofi Opare\Kofi-Opare,ca CAN,DF,D.C. United,26,1990,26,25,2213,24.6,2,1,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,Matches
416,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,24,1992,27,9,1072,11.9,2,1,2,0,0,1,0,0.17,0.08,0.25,0.17,0.25,Matches
417,David Ousted\David-Ousted,dk DEN,GK,Vancouver,31,1985,28,28,2453,27.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
418,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montreal,25,1991,11,11,990,11.0,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
419,Erik Palmer-Brown\Erik-Palmer-Brown,us USA,DF,Sporting KC,19,1997,10,7,643,7.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
420,Tim Parker\Tim-Parker,us USA,DF,Vancouver,23,1993,32,32,2880,32.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches
421,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Atlanta,33,1984,33,33,2902,32.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
422,Tyler Pasher\Tyler-Pasher,ca CAN,FW,Sporting KC,22,1994,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
423,PC\PC,br BRA,DF,Orlando City,22,1994,8,5,438,4.9,0,1,0,0,0,1,1,0.00,0.21,0.21,0.00,0.21,Matches
424,João Pedro\Joao-Pedro,pt POR,MF,LA Galaxy,23,1993,28,26,2302,25.6,1,2,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12,Matches
425,Léo Pereira\Leo-Pereira,br BRA,DF,Orlando City,21,1996,10,9,805,8.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
426,Matías Pérez García\Matias-Perez-Garcia,ar ARG,MFFW,Orlando City,32,1984,15,11,967,10.7,1,2,1,0,0,3,0,0.09,0.19,0.28,0.09,0.28,Matches
427,Damien Perrinelle\Damien-Perrinelle,fr FRA,DF,NY Red Bulls,33,1983,25,22,1971,21.9,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
428,Jacob Peterson\Jacob-Peterson,us USA,FW,Atlanta,31,1986,10,1,173,1.9,3,0,3,0,0,0,0,1.56,0.00,1.56,1.56,1.56,Matches
429,Demar Phillips\Demar-Phillips,jm JAM,DF,Real Salt Lake,33,1983,13,11,962,10.7,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches
430,Ignacio Piatti\Ignacio-Piatti,ar ARG,FWMF,Montreal,31,1985,28,26,2367,26.3,17,5,13,4,5,3,0,0.65,0.19,0.84,0.49,0.68,Matches
431,Fafà Picault\Fafa-Picault,us USA,MF,Philadelphia,25,1991,28,23,1885,20.9,7,3,7,0,0,1,0,0.33,0.14,0.48,0.33,0.48,Matches
432,Samuel Piette\Samuel-Piette,ca CAN,MF,Montreal,22,1994,11,11,957,10.6,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
433,Andrea Pirlo\Andrea-Pirlo,it ITA,MF,NYCFC,37,1979,15,14,1078,12.0,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
434,Joao Plata\Joao-Plata,ec ECU,MFFW,Real Salt Lake,24,1992,29,27,2309,25.7,7,4,5,2,2,1,0,0.27,0.16,0.43,0.19,0.35,Matches
435,Matt Polster\Matt-Polster,us USA,DF,Chicago,23,1993,22,21,1766,19.6,1,5,1,0,0,3,0,0.05,0.25,0.31,0.05,0.31,Matches
436,Paxton Pomykal\Paxton-Pomykal,us USA,MF,FC Dallas,17,1999,2,2,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Chris Pontius\Chris-Pontius,us USA,MF,Philadelphia,29,1987,30,27,2237,24.9,2,6,2,0,0,0,0,0.08,0.24,0.32,0.08,0.32,Matches
438,Cameron Porter\Cameron-Porter,us USA,FW,Sporting KC,23,1993,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Alvas Powell\Alvas-Powell,jm JAM,DF,Portland,22,1994,23,19,1691,18.8,2,2,2,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches
440,Dillon Powers\Dillon-Powers,us USA,MF,Colorado,25,1991,15,11,963,10.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Dillon Powers\Dillon-Powers,us USA,MF,Orlando City,25,1991,6,4,345,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
442,Valeri Qazaishvili\Valeri-Qazaishvili,ge GEO,MFFW,San Jose,24,1993,13,8,783,8.7,5,0,5,0,0,0,0,0.57,0.00,0.57,0.57,0.57,Matches
443,Romell Quioto\Romell-Quioto,hn HON,FWMF,Houston,25,1991,22,14,1279,14.2,7,3,7,0,0,4,0,0.49,0.21,0.70,0.49,0.70,Matches
444,Jukka Raitala\Jukka-Raitala,fi FIN,DFMF,Columbus,28,1988,28,20,1926,21.4,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
445,Christian Ramirez\Christian-Ramirez,us USA,FW,Minnesota,25,1991,30,27,2389,26.5,14,3,14,0,0,1,0,0.53,0.11,0.64,0.53,0.64,Matches
446,Rafael Ramos\Rafael-Ramos,pt POR,DF,Orlando City,22,1995,2,1,56,0.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
447,Tommy Redding\Tommy-Redding,us USA,DF,Orlando City,20,1997,18,14,1409,15.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Dylan Remick\Dylan-Remick,us USA,DF,Houston,25,1991,14,13,1167,13.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
449,Yordy Reyna\Yordy-Reyna,pe PER,MF,Vancouver,23,1993,18,11,1074,11.9,6,3,6,0,0,3,0,0.50,0.25,0.75,0.50,0.75,Matches
450,Kyle Reynish\Kyle-Reynish,us USA,GK,Atlanta,33,1983,2,2,150,1.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
451,Spencer Richey\Spencer-Richey,us USA,GK,Vancouver,24,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
452,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FWMF,Toronto FC,29,1987,22,9,1010,11.2,7,1,7,0,0,0,0,0.62,0.09,0.71,0.62,0.71,Matches
453,Liam Ridgewell\Liam-Ridgewell,eng ENG,DF,Portland,32,1984,15,15,1269,14.1,3,0,3,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches
454,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,37,1979,28,28,2487,27.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Alexander Ring\Alexander-Ring,fi FIN,MF,NYCFC,25,1991,29,29,2603,28.9,0,3,0,0,0,10,0,0.00,0.10,0.10,0.00,0.10,Matches
456,Carlos Rivas\Carlos-Rivas,co COL,FW,Orlando City,22,1994,30,21,1961,21.8,5,2,5,0,0,3,0,0.23,0.09,0.32,0.23,0.32,Matches
457,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,22,1994,7,6,544,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,32,1984,34,34,3060,34.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Tony Rocha\Tony-Rocha,bz BLZ,MF,Orlando City,23,1993,3,0,28,0.3,0,1,0,0,0,1,0,0.00,3.21,3.21,0.00,3.21,Matches
460,Memo Rodriguez\Memo-Rodriguez,us USA,FWMF,Houston,21,1995,9,3,330,3.7,2,1,2,0,0,0,0,0.55,0.27,0.82,0.55,0.82,Matches
461,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Seattle,27,1989,7,5,484,5.4,2,0,2,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches
462,Cristian Roldan\Cristian-Roldan,us USA,MF,Seattle,21,1995,33,33,2959,32.9,6,2,6,0,0,3,0,0.18,0.06,0.24,0.18,0.24,Matches
463,Andrés Romero\Andres-Romero,ar ARG,MFFW,Montreal,27,1989,9,4,434,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
464,David Romney\David-Romney,us USA,DF,LA Galaxy,23,1993,29,23,2253,25.0,2,1,2,0,0,0,0,0.08,0.04,0.12,0.08,0.12,Matches
465,Mauro Rosales\Mauro-Rosales,ar ARG,FWMF,Vancouver,35,1981,5,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Philadelphia,23,1993,14,11,1052,11.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
