Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
154,Claude Dielna\Claude-Dielna,GPE,DF,New England,29,1987,11,11,945,10.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Clément Diop\Clement-Diop,sn SEN,GK,LA Galaxy,23,1993,14,14,1260,14.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
156,Marco Donadel\Marco-Donadel,it ITA,MF,Montreal,33,1983,19,18,1419,15.8,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,Matches
157,Patrick Doody\Patrick-Doody,us USA,DF,Chicago,24,1992,7,7,628,7.0,0,4,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches
158,Giovani dos Santos\Giovani-dos-Santos,mx MEX,FWMF,LA Galaxy,27,1989,25,25,2186,24.3,6,3,3,3,3,3,0,0.25,0.12,0.37,0.12,0.25,Matches
159,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,26,1990,12,11,1004,11.2,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
160,Kevin Doyle\Kevin-Doyle,ie IRL,FWMF,Colorado,33,1983,25,23,1963,21.8,5,3,4,1,1,5,0,0.23,0.14,0.37,0.18,0.32,Matches
161,Dilly Duka\Dilly-Duka,us USA,MFFW,NY Red Bulls,27,1989,3,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Reagan Dunk\Reagan-Dunk,us USA,DF,Real Salt Lake,22,1994,3,2,174,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
163,Chris Duvall\Chris-Duvall,us USA,DF,Montreal,25,1991,27,25,2207,24.5,1,2,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,Matches
164,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,26,1990,12,11,973,10.8,4,4,4,0,0,0,0,0.37,0.37,0.74,0.37,0.74,Matches
165,Dom Dwyer\Dom-Dwyer,us USA,FW,Sporting KC,26,1990,15,14,1271,14.1,5,0,5,0,0,4,0,0.35,0.00,0.35,0.35,0.35,Matches
166,Andrew Dykstra\Andrew-Dykstra,us USA,GK,Sporting KC,31,1986,4,3,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Montreal,30,1986,22,22,1936,21.5,7,10,7,0,0,8,0,0.33,0.46,0.79,0.33,0.79,Matches
168,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FW,Portland,19,1997,14,2,326,3.6,1,3,1,0,0,0,0,0.28,0.83,1.10,0.28,1.10,Matches
169,Earl Edwards Jr.\Earl-Edwards-Jr,us USA,GK,Orlando City,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Raheem Edwards\Raheem-Edwards,ca CAN,MFDF,Toronto FC,21,1995,21,10,1065,11.8,1,4,1,0,0,1,0,0.08,0.34,0.42,0.08,0.42,Matches
171,Alberth Elis\Alberth-Elis,hn HON,FWMF,Houston,20,1996,26,18,1641,18.2,10,3,9,1,1,8,0,0.55,0.16,0.71,0.49,0.66,Matches
172,Jack Elliott\Jack-Elliott,eng ENG,DF,Philadelphia,21,1995,30,29,2619,29.1,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches
173,Kevin Ellis\Kevin-Ellis,us USA,DF,Sporting KC,25,1991,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
174,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFDF,Toronto FC,23,1993,4,3,268,3.0,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches
175,Marcus Epps\Marcus-Epps,us USA,MF,Philadelphia,22,1995,19,7,716,8.0,2,0,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
176,José Escalante\Jose-Escalante,hn HON,MF,Houston,21,1995,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Fidel Escobar\Fidel-Escobar,pa PAN,DF,NY Red Bulls,22,1995,6,5,483,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,30,1986,30,30,2677,29.7,1,2,1,0,0,9,2,0.03,0.07,0.10,0.03,0.10,Matches
179,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,NY Red Bulls,20,1996,18,8,706,7.8,0,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
180,Brad Evans\Brad-Evans,us USA,DFMF,Seattle,31,1985,11,6,479,5.3,1,0,1,0,0,0,1,0.19,0.00,0.19,0.19,0.19,Matches
181,Fabinho\Fabinho,br BRA,DF,Philadelphia,31,1985,22,21,1902,21.1,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
182,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,21,1995,32,27,2432,27.0,7,7,7,0,0,2,0,0.26,0.26,0.52,0.26,0.52,Matches
183,Marco Farfan\Marco-Farfan,us USA,DF,Portland,18,1998,6,5,403,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
184,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,24,1992,30,30,2662,29.6,0,3,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,Matches
185,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Sporting KC,32,1985,30,24,2267,25.2,5,1,3,2,2,4,0,0.20,0.04,0.24,0.12,0.16,Matches
186,Felipe\Felipe,br BRA,MF,NY Red Bulls,26,1990,33,33,2960,32.9,2,3,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,Matches
187,Gerso Fernandes\Gerso-Fernandes,gw GNB,FW,Sporting KC,25,1991,32,26,2233,24.8,8,2,8,0,0,4,0,0.32,0.08,0.40,0.32,0.40,Matches
188,Álvaro Fernández\Alvaro-Fernandez,uy URU,MF,Seattle,31,1985,10,5,494,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
189,Jesus Ferreira\Jesus-Ferreira,us USA,FWMF,FC Dallas,16,2000,1,0,20,0.2,1,0,1,0,0,0,0,4.50,0.00,4.50,4.50,4.50,Matches
190,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,FC Dallas,33,1983,26,26,2324,25.8,3,0,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,Matches
191,Ethan Finlay\Ethan-Finlay,us USA,MFFW,Columbus,26,1990,19,14,1283,14.3,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
192,Ethan Finlay\Ethan-Finlay,us USA,MF,Minnesota,26,1990,11,11,977,10.9,3,2,3,0,0,1,0,0.28,0.18,0.46,0.28,0.46,Matches
193,Kyle Fisher\Kyle-Fisher,us USA,DF,Montreal,22,1994,20,15,1459,16.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
194,Oniel Fisher\Oniel-Fisher,jm JAM,DF,Seattle,25,1991,9,7,537,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Mike da Fonte\Mike-da-Fonte,us USA,DF,Colorado,25,1991,17,14,1224,13.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Kortne Ford\Kortne-Ford,us USA,DF,Colorado,21,1996,20,19,1725,19.2,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
197,Shaun Francis\Shaun-Francis,jm JAM,DF,San Jose,30,1986,8,8,689,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Shaun Francis\Shaun-Francis,jm JAM,DFMF,Montreal,30,1986,6,4,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Waylon Francis\Waylon-Francis,cr CRC,MFDF,Columbus,26,1990,12,10,852,9.5,0,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
200,Sean Franklin\Sean-Franklin,us USA,DF,D.C. United,31,1985,19,15,1419,15.8,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches
201,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,30,1986,33,33,2970,33.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,27,1990,26,23,2027,22.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Boniek García\Boniek-Garcia,hn HON,MFDF,Houston,32,1984,20,12,1168,13.0,0,4,0,0,0,4,0,0.00,0.31,0.31,0.00,0.31,Matches
204,Kevin Garcia\Kevin-Garcia,us USA,DF,Houston,26,1990,3,2,212,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Rafael Garcia\Rafael-Garcia,us USA,MFDF,LA Galaxy,28,1988,18,12,1186,13.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Greg Garza\Greg-Garza,us USA,DF,Atlanta,25,1991,26,25,2149,23.9,2,4,2,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Matches
207,Shkëlzen Gashi\Shkelzen-Gashi,al ALB,MFFW,Colorado,28,1988,17,12,1034,11.5,2,1,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,Matches
208,Josh Gatt\Josh-Gatt,us USA,MF,Colorado,25,1991,20,11,1068,11.9,2,2,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
209,Ali Ghazal\Ali-Ghazal,eg EGY,MF,Vancouver,24,1992,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Luis Gil\Luis-Gil,us USA,MF,Colorado,23,1993,4,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Luis Gil\Luis-Gil,us USA,MF,Orlando City,23,1993,17,6,603,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Sebastian Giovinco\Sebastian-Giovinco,it ITA,FW,Toronto FC,30,1987,25,25,2054,22.8,16,6,15,1,3,4,0,0.70,0.26,0.96,0.66,0.92,Matches
213,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,19,1997,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
214,Jake Gleeson\Jake-Gleeson,nz NZL,GK,Portland,26,1990,21,21,1817,20.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
215,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,San Jose,26,1990,26,24,2134,23.7,2,0,2,0,0,10,2,0.08,0.00,0.08,0.08,0.08,Matches
216,Leandro González Pirez\Leandro-Gonzalez-Pirez,ar ARG,DF,Atlanta,24,1992,32,32,2810,31.2,1,3,1,0,0,10,1,0.03,0.10,0.13,0.03,0.13,Matches
217,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,21,1995,29,29,2610,29.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Luis González\Luis-Gonzalez,ve VEN,FWMF,FC Dallas,26,1990,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
219,John Goossens\John-Goossens,nl NED,FW,Chicago,28,1988,1,1,89,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Alan Gordon\Alan-Gordon,us USA,FW,Colorado,35,1981,26,6,828,9.2,3,3,3,0,0,5,2,0.33,0.33,0.65,0.33,0.65,Matches
221,Hernán Grana\Hernan-Grana,ar ARG,DF,FC Dallas,31,1985,30,30,2657,29.5,1,3,1,0,0,8,0,0.03,0.10,0.14,0.03,0.14,Matches
222,Joseph Greenspan\Joseph-Greenspan,us USA,DF,Minnesota,24,1992,4,3,236,2.6,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
223,Kyle Greig\Kyle-Greig,us USA,FW,Vancouver,26,1990,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Mike Grella\Mike-Grella,us USA,MF,NY Red Bulls,30,1987,8,3,363,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Julian Gressel\Julian-Gressel,de GER,MF,Atlanta,23,1993,32,24,2040,22.7,5,9,5,0,0,4,0,0.22,0.40,0.62,0.22,0.62,Matches
226,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,FC Dallas,21,1995,31,30,2610,29.0,0,3,0,0,0,7,1,0.00,0.10,0.10,0.00,0.10,Matches
227,Aaron Guillen\Aaron-Guillen,us USA,DF,FC Dallas,23,1993,6,4,374,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
228,José Guillermo Ortiz\Jose-Guillermo-Ortiz,cr CRC,FW,D.C. United,24,1992,16,7,672,7.5,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
229,Fredrik Gulbrandsen\Fredrik-Gulbrandsen,no NOR,FWMF,NY Red Bulls,24,1992,12,4,367,4.1,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
230,Brad Guzan\Brad-Guzan,us USA,GK,Atlanta,32,1984,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
231,David Guzmán\David-Guzman,cr CRC,MF,Portland,26,1990,25,24,2024,22.5,1,6,1,0,1,11,0,0.04,0.27,0.31,0.04,0.31,Matches
232,Nick Hagglund\Nick-Hagglund,us USA,DF,Toronto FC,24,1992,15,13,1123,12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
233,Marlon Hairston\Marlon-Hairston,us USA,MFDF,Colorado,22,1994,34,29,2600,28.9,3,4,3,0,0,2,0,0.10,0.14,0.24,0.10,0.24,Matches
234,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,26,1990,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Toronto FC,20,1996,8,0,149,1.7,2,1,2,0,0,0,0,1.21,0.60,1.81,1.21,1.81,Matches
236,Sam Hamilton\Sam-Hamilton,us USA,MF,Colorado,21,1995,3,1,125,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
237,Niko Hansen\Niko-Hansen,dk DEN,MF,Columbus,22,1994,14,3,409,4.5,1,2,1,0,0,0,0,0.22,0.44,0.66,0.22,0.66,Matches
238,Harold Hanson\Harold-Hanson,us USA,DF,Portland,17,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
239,Ian Harkes\Ian-Harkes,us USA,MF,D.C. United,21,1995,25,22,1948,21.6,2,1,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,Matches
240,Michael Harrington\Michael-Harrington,us USA,DFMF,Chicago,31,1986,9,9,797,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Atiba Harris\Atiba-Harris,kn SKN,DF,FC Dallas,32,1985,29,21,2028,22.5,2,1,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13,Matches
242,Jack Harrison\Jack-Harrison,eng ENG,FWMF,NYCFC,20,1996,34,33,2745,30.5,10,3,10,0,0,3,1,0.33,0.10,0.43,0.33,0.43,Matches
243,Jordan Harvey\Jordan-Harvey,us USA,DF,Vancouver,33,1984,28,28,2508,27.9,1,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
244,Nicolas Hasler\Nicolas-Hasler,li LIE,MFDF,Toronto FC,25,1991,10,9,747,8.3,3,1,3,0,0,1,0,0.36,0.12,0.48,0.36,0.48,Matches
245,Jacori Hayes\Jacori-Hayes,us USA,MF,FC Dallas,21,1995,3,2,91,1.0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
246,Harrison Heath\Harrison-Heath,us USA,MF,Atlanta,20,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
247,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,26,1990,27,27,2424,26.9,2,0,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
248,Fabian Herbers\Fabian-Herbers,de GER,MF,Philadelphia,23,1993,12,4,399,4.4,1,1,1,0,0,1,0,0.23,0.23,0.45,0.23,0.45,Matches
249,Jason Hernandez\Jason-Hernandez,pr PUR,DFFW,Toronto FC,33,1983,8,5,529,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
250,Jose Hernandez\Jose-Hernandez,us USA,MF,Real Salt Lake,20,1996,7,1,166,1.8,1,0,1,0,0,1,0,0.54,0.00,0.54,0.54,0.54,Matches
251,Yangel Herrera\Yangel-Herrera,ve VEN,MF,NYCFC,19,1998,18,14,1225,13.6,1,2,1,0,0,7,2,0.07,0.15,0.22,0.07,0.22,Matches
252,Federico Higuaín\Federico-Higuain,ar ARG,MF,Columbus,32,1984,26,26,2230,24.8,9,9,7,2,3,3,0,0.36,0.36,0.73,0.28,0.65,Matches
253,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,23,1994,26,18,1549,17.2,0,2,0,0,0,9,0,0.00,0.12,0.12,0.00,0.12,Matches
254,Seb Hines\Seb-Hines,eng ENG,DF,Orlando City,28,1988,6,5,445,4.9,1,0,1,0,0,1,1,0.20,0.00,0.20,0.20,0.20,Matches
255,Danny Hoesen\Danny-Hoesen,nl NED,FWMF,San Jose,26,1991,32,20,1843,20.5,5,5,5,0,0,1,0,0.24,0.24,0.49,0.24,0.49,Matches
256,Joe Holland\Joe-Holland,eng ENG,MF,Houston,23,1993,5,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Femi Hollinger-Janzen\Femi-Hollinger-Janzen,bj BEN,MF,New England,23,1993,13,1,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Ryan Hollingshead\Ryan-Hollingshead,us USA,DFMF,FC Dallas,25,1991,18,9,828,9.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
259,Omar Holness\Omar-Holness,jm JAM,MF,Real Salt Lake,22,1994,9,3,264,2.9,1,0,1,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
260,David Horst\David-Horst,us USA,DF,Real Salt Lake,31,1985,12,8,884,9.8,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
261,Tim Howard\Tim-Howard,us USA,GK,Colorado,37,1979,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Walker Hume\Walker-Hume,us USA,DF,FC Dallas,23,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
263,Erik Hurtado\Erik-Hurtado,us USA,FW,Vancouver,26,1990,15,7,525,5.8,3,2,3,0,0,0,0,0.51,0.34,0.86,0.51,0.86,Matches
264,Baggio Husidić\Baggio-Husidic,ba BIH,MF,LA Galaxy,29,1987,10,5,447,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Jahmir Hyka\Jahmir-Hyka,al ALB,MF,San Jose,28,1988,30,21,1866,20.7,3,3,3,0,0,0,0,0.14,0.14,0.29,0.14,0.29,Matches
266,Miguel Ibarra\Miguel-Ibarra,us USA,MF,Minnesota,26,1990,29,20,1759,19.5,3,3,3,0,0,2,0,0.15,0.15,0.31,0.15,0.31,Matches
267,Bernie Ibini-Isei\Bernie-Ibini-Isei,au AUS,MFFW,Vancouver,24,1992,17,7,632,7.0,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
268,Ibson\Ibson,br BRA,MF,Minnesota,33,1983,31,29,2658,29.5,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
269,Nosa Igiebor\Nosa-Igiebor,ng NGA,MF,Vancouver,26,1990,1,1,72,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Ilsinho\Ilsinho,br BRA,MF,Philadelphia,31,1985,27,24,1832,20.4,6,3,6,0,0,4,0,0.29,0.15,0.44,0.29,0.44,Matches
271,Andrés Imperiale\Andres-Imperiale,ar ARG,DF,San Jose,30,1986,13,12,1112,12.4,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
272,Clint Irwin\Clint-Irwin,us USA,GK,Toronto FC,27,1989,6,6,489,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
273,R. J. Allen\R-J-Allen,us USA,DF,NYCFC,26,1990,15,10,1010,11.2,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches
274,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,23,1993,21,11,1144,12.7,9,3,9,0,0,0,0,0.71,0.24,0.94,0.71,0.94,Matches
275,Andrew Jacobson\Andrew-Jacobson,us USA,MFDF,Vancouver,31,1985,21,19,1702,18.9,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,Matches
276,Adam Jahn\Adam-Jahn,us USA,FW,Columbus,26,1991,21,1,332,3.7,1,1,1,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches
277,Bradford Jamieson IV\Bradford-Jamieson-IV,us USA,MFFW,LA Galaxy,20,1996,24,11,989,11.0,3,1,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,Matches
278,Jared Jeffrey\Jared-Jeffrey,us USA,MF,D.C. United,26,1990,23,19,1618,18.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
279,Hector Jiménez\Hector-Jimenez,us USA,DFMF,Columbus,28,1988,19,15,1361,15.1,0,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
280,Eirik Johansen\Eirik-Johansen,no NOR,GK,NYCFC,24,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,Daniel Johnson\Daniel-Johnson,us USA,MF,Chicago,21,1995,8,0,133,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Sean Johnson\Sean-Johnson,us USA,GK,NYCFC,27,1989,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Will Johnson\Will-Johnson,ca CAN,MFDF,Orlando City,30,1987,26,23,2056,22.8,2,3,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,Matches
284,Ismaila Jome\Ismaila-Jome,us USA,DFMF,Minnesota,22,1994,12,7,675,7.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
285,Derrick Jones\Derrick-Jones,us USA,MF,Philadelphia,19,1997,12,8,705,7.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
286,Jermaine Jones\Jermaine-Jones,us USA,MF,LA Galaxy,35,1981,20,19,1588,17.6,1,4,1,0,0,8,1,0.06,0.23,0.28,0.06,0.28,Matches
287,Joevin Jones\Joevin-Jones,tt TRI,DFMF,Seattle,25,1991,30,28,2446,27.2,1,9,1,0,0,4,2,0.04,0.33,0.37,0.04,0.37,Matches
288,Kenwyne Jones\Kenwyne-Jones,tt TRI,FW,Atlanta,32,1984,17,5,509,5.7,2,0,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches
289,Marcel de Jong\Marcel-de-Jong,ca CAN,DFMF,Vancouver,30,1986,13,9,779,8.7,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
290,Igor Julião\Igor-Juliao,br BRA,DF,Sporting KC,22,1994,1,1,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Florian Jungwirth\Florian-Jungwirth,de GER,DF,San Jose,28,1989,30,30,2598,28.9,2,3,2,0,0,4,0,0.07,0.10,0.17,0.07,0.17,Matches
292,Vitor Junior\Vitor-Junior,br BRA,MF,Chicago,28,1989,21,17,1526,17.0,1,1,1,0,0,3,2,0.06,0.06,0.12,0.06,0.12,Matches
293,Bashkim Kadrii\Bashkim-Kadrii,dk DEN,MFFW,Minnesota,25,1991,11,5,425,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Kaká\Kaka,br BRA,MFFW,Orlando City,34,1982,23,18,1564,17.4,6,4,6,0,0,6,1,0.35,0.23,0.58,0.35,0.58,Matches
295,Brent Kallman\Brent-Kallman,us USA,DF,Minnesota,26,1990,23,23,1937,21.5,2,0,2,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches
296,Alhaji Kamara\Alhaji-Kamara,sl SLE,FW,D.C. United,22,1994,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
297,Kei Kamara\Kei-Kamara,sl SLE,FW,New England,32,1984,31,27,2360,26.2,12,4,12,0,0,4,0,0.46,0.15,0.61,0.46,0.61,Matches
298,Ola Kamara\Ola-Kamara,no NOR,FW,Columbus,27,1989,34,33,2859,31.8,18,3,16,2,3,0,0,0.57,0.09,0.66,0.50,0.60,Matches
299,Alec Kann\Alec-Kann,us USA,GK,Atlanta,26,1990,18,18,1620,18.0,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
300,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,26,1990,33,33,2881,32.0,0,2,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
301,Muhamed Keita\Muhamed-Keita,no NOR,MF,NY Red Bulls,26,1990,6,2,192,2.1,0,1,0,0,0,1,0,0.00,0.47,0.47,0.00,0.47,Matches
302,Taylor Kemp\Taylor-Kemp,us USA,DF,D.C. United,26,1990,22,22,1980,22.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Jon Kempin\Jon-Kempin,us USA,GK,LA Galaxy,23,1993,7,7,569,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Sacha Kljestan\Sacha-Kljestan,us USA,MFFW,NY Red Bulls,31,1985,32,28,2582,28.7,2,9,2,0,0,6,0,0.07,0.31,0.38,0.07,0.38,Matches
305,Brad Knighton\Brad-Knighton,us USA,GK,New England,31,1985,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
306,Daigo Kobayashi\Daigo-Kobayashi,jp JPN,MFFW,New England,33,1983,12,4,509,5.7,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
307,Gershon Koffie\Gershon-Koffie,gh GHA,MF,New England,25,1991,23,21,1917,21.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
308,Chris Korb\Chris-Korb,us USA,DF,D.C. United,29,1987,16,13,1159,12.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
309,Xavier Kouassi\Xavier-Kouassi,ci CIV,MF,New England,27,1989,23,14,1224,13.6,1,0,1,0,0,3,2,0.07,0.00,0.07,0.07,0.07,Matches
310,Aaron Kovar\Aaron-Kovar,us USA,MF,Seattle,23,1993,7,1,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
