Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
157,Kevin Ellis\Kevin-Ellis,us USA,DF,Sporting KC,24,1991,14,10,954,10.6,1,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches
158,Innocent Emeghara\Innocent-Emeghara,ch SUI,FW,San Jose,26,1989,6,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
159,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,MFFW,Toronto FC,22,1993,21,15,1382,15.4,2,0,2,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
160,José Escalante\Jose-Escalante,hn HON,MF,Houston,20,1995,3,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
161,Fabián Espíndola\Fabian-Espindola,ar ARG,FWMF,D.C. United,30,1985,15,10,927,10.3,4,1,4,0,1,2,0,0.39,0.10,0.49,0.39,0.49,Matches
162,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,29,1986,30,30,2678,29.8,1,5,1,0,0,10,2,0.03,0.17,0.20,0.03,0.20,Matches
163,Juan Esteban Ortiz\Juan-Esteban-Ortiz,co COL,MF,FC Dallas,28,1987,5,2,172,1.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
164,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,NY Red Bulls,19,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Brad Evans\Brad-Evans,us USA,DF,Seattle,30,1985,23,21,1931,21.5,1,1,0,1,1,0,2,0.05,0.05,0.09,0.00,0.05,Matches
166,Fabinho\Fabinho,br BRA,DF,Philadelphia,30,1985,29,29,2514,27.9,0,6,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,Matches
167,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,20,1995,34,24,2236,24.8,6,5,6,0,0,4,0,0.24,0.20,0.44,0.24,0.44,Matches
168,Michael Farfan\Michael-Farfan,us USA,MF,Seattle,27,1988,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,23,1992,33,32,2892,32.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Sporting KC,31,1985,30,28,2558,28.4,7,5,2,5,5,3,0,0.25,0.18,0.42,0.07,0.25,Matches
171,Felipe\Felipe,br BRA,MF,NY Red Bulls,25,1990,33,33,2895,32.2,5,7,5,0,0,6,1,0.16,0.22,0.37,0.16,0.37,Matches
172,Leo Fernandes\Leo-Fernandes,br BRA,MF,Philadelphia,24,1991,12,2,264,2.9,0,1,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,Matches
173,Álvaro Fernández\Alvaro-Fernandez,uy URU,MF,Seattle,30,1985,10,8,526,5.8,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
174,Collin Fernandez\Collin-Fernandez,us USA,MF,Chicago,18,1997,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
175,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,FC Dallas,32,1983,28,28,2434,27.0,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches
176,Ethan Finlay\Ethan-Finlay,us USA,MF,Columbus,25,1990,34,27,2460,27.3,6,6,5,1,1,2,0,0.22,0.22,0.44,0.18,0.40,Matches
177,Kyle Fisher\Kyle-Fisher,us USA,DF,Montreal,21,1994,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Oniel Fisher\Oniel-Fisher,jm JAM,DF,Seattle,24,1991,6,2,243,2.7,0,1,0,0,0,1,1,0.00,0.37,0.37,0.00,0.37,Matches
179,Deybi Flores\Deybi-Flores,hn HON,MF,Vancouver,19,1996,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
180,Shaun Francis\Shaun-Francis,jm JAM,DF,San Jose,29,1986,18,17,1523,16.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Waylon Francis\Waylon-Francis,cr CRC,DF,Columbus,25,1990,19,13,1237,13.7,0,3,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
182,Sean Franklin\Sean-Franklin,us USA,DF,D.C. United,30,1985,29,29,2493,27.7,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches
183,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,29,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
184,Erik Friberg\Erik-Friberg,se SWE,MF,Seattle,29,1986,25,18,1583,17.6,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
185,Kianz Froese\Kianz-Froese,ca CAN,MF,Vancouver,19,1996,5,1,151,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
186,Ray Gaddis\Ray-Gaddis,us USA,DF,Philadelphia,26,1990,7,5,515,5.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Boniek García\Boniek-Garcia,hn HON,MF,Houston,31,1984,31,24,2250,25.0,0,9,0,0,0,4,0,0.00,0.36,0.36,0.00,0.36,Matches
188,Matías García\Matias-Garcia,ar ARG,MF,Orlando City,33,1983,13,10,881,9.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
189,Matías García\Matias-Garcia,ar ARG,MF,San Jose,33,1983,14,9,750,8.3,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
190,Olmes García\Olmes-Garcia,co COL,FW,Real Salt Lake,23,1992,24,9,976,10.8,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
191,Rafael Garcia\Rafael-Garcia,us USA,MF,LA Galaxy,27,1988,6,2,272,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Shkëlzen Gashi\Shkelzen-Gashi,al ALB,MF,Colorado,27,1988,26,25,2111,23.5,9,4,8,1,2,4,0,0.38,0.17,0.55,0.34,0.51,Matches
193,Eric Gehrig\Eric-Gehrig,us USA,DFMF,Chicago,28,1987,5,3,260,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
194,Steven Gerrard\Steven-Gerrard,eng ENG,MF,LA Galaxy,35,1980,21,18,1486,16.5,3,9,3,0,1,1,0,0.18,0.55,0.73,0.18,0.73,Matches
195,Getterson\Getterson,br BRA,MFFW,FC Dallas,24,1991,4,2,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Gilberto\Gilberto,br BRA,FW,Chicago,26,1989,9,8,642,7.1,0,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches
197,Sebastian Giovinco\Sebastian-Giovinco,it ITA,FW,Toronto FC,29,1987,28,28,2415,26.8,17,14,13,4,4,3,0,0.63,0.52,1.16,0.48,1.01,Matches
198,Justen Glad\Justen-Glad,us USA,DF,Real Salt Lake,18,1997,28,27,2424,26.9,2,1,2,0,0,4,0,0.07,0.04,0.11,0.07,0.11,Matches
199,Jake Gleeson\Jake-Gleeson,nz NZL,GK,Portland,25,1990,28,28,2479,27.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
200,Aníbal Godoy\Anibal-Godoy,pa PAN,MF,San Jose,25,1990,23,23,1938,21.5,1,2,1,0,0,7,3,0.05,0.09,0.14,0.05,0.14,Matches
201,Henok Goitom\Henok-Goitom,er ERI,FW,San Jose,31,1984,8,3,419,4.7,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
202,Hérculez Gómez\Herculez-Gomez,us USA,FWMF,Seattle,33,1982,21,9,844,9.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
203,José Gonçalves\Jose-Goncalves,pt POR,DF,New England,30,1985,28,28,2519,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
204,Jesse Gonzalez\Jesse-Gonzalez,mx MEX,GK,FC Dallas,20,1995,6,6,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Clarence Goodson\Clarence-Goodson,us USA,DF,San Jose,33,1982,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
206,John Goossens\John-Goossens,nl NED,MFFW,Chicago,27,1988,24,15,1286,14.3,3,4,3,0,0,0,0,0.21,0.28,0.49,0.21,0.49,Matches
207,Alan Gordon\Alan-Gordon,us USA,FW,LA Galaxy,34,1981,22,7,718,8.0,3,3,3,0,0,2,0,0.38,0.38,0.75,0.38,0.75,Matches
208,Ned Grabavoy\Ned-Grabavoy,us USA,MF,Portland,32,1983,22,5,647,7.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Joseph Greenspan\Joseph-Greenspan,us USA,DF,Colorado,23,1992,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Mike Grella\Mike-Grella,us USA,MF,NY Red Bulls,29,1987,32,28,2401,26.7,7,5,7,0,0,7,0,0.26,0.19,0.45,0.26,0.45,Matches
211,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,FC Dallas,20,1995,27,26,2232,24.8,0,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08,Matches
212,Aaron Guillen\Aaron-Guillen,us USA,DF,FC Dallas,22,1993,2,1,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Nick Hagglund\Nick-Hagglund,us USA,DF,Toronto FC,23,1992,16,8,854,9.5,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches
214,Marlon Hairston\Marlon-Hairston,us USA,MFDF,Colorado,21,1994,21,14,1270,14.1,3,5,3,0,0,2,0,0.21,0.35,0.57,0.21,0.57,Matches
215,Connor Hallisey\Connor-Hallisey,us USA,FW,Sporting KC,22,1993,17,12,1072,11.9,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches
216,Bill Hamid\Bill-Hamid,us USA,GK,D.C. United,25,1990,20,20,1800,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Jordan Hamilton\Jordan-Hamilton,ca CAN,FW,Toronto FC,19,1996,14,11,908,10.1,3,1,3,0,0,0,0,0.30,0.10,0.40,0.30,0.40,Matches
218,Michael Harrington\Michael-Harrington,us USA,DFMF,Chicago,30,1986,19,16,1289,14.3,0,1,0,0,0,0,1,0.00,0.07,0.07,0.00,0.07,Matches
219,Atiba Harris\Atiba-Harris,kn SKN,DF,FC Dallas,31,1985,28,22,1973,21.9,1,2,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches
220,Jack Harrison\Jack-Harrison,eng ENG,FW,NYCFC,19,1996,21,17,1571,17.5,4,6,4,0,0,0,0,0.23,0.34,0.57,0.23,0.57,Matches
221,Jordan Harvey\Jordan-Harvey,us USA,DF,Vancouver,32,1984,28,28,2520,28.0,2,0,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
222,Harrison Heath\Harrison-Heath,us USA,MF,Orlando City,19,1996,3,3,222,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Matt Hedges\Matt-Hedges,us USA,DF,FC Dallas,25,1990,26,26,2333,25.9,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
224,Fabian Herbers\Fabian-Herbers,de GER,MFFW,Philadelphia,22,1993,32,13,1294,14.4,3,6,3,0,0,3,0,0.21,0.42,0.63,0.21,0.63,Matches
225,Zachary Herivaux\Zachary-Herivaux,ht HAI,MF,New England,19,1996,5,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
226,Jason Hernandez\Jason-Hernandez,pr PUR,DF,NYCFC,32,1983,31,26,2293,25.5,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches
227,Federico Higuaín\Federico-Higuain,ar ARG,MF,Columbus,31,1984,20,18,1602,17.8,4,2,3,1,1,0,0,0.22,0.11,0.34,0.17,0.28,Matches
228,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,22,1994,21,16,1516,16.8,1,1,1,0,0,9,1,0.06,0.06,0.12,0.06,0.12,Matches
229,Seb Hines\Seb-Hines,eng ENG,DF,Orlando City,27,1988,26,23,2105,23.4,3,0,3,0,0,7,0,0.13,0.00,0.13,0.13,0.13,Matches
230,Femi Hollinger-Janzen\Femi-Hollinger-Janzen,bj BEN,FW,New England,22,1993,19,1,289,3.2,2,1,2,0,0,0,0,0.62,0.31,0.93,0.62,0.93,Matches
231,Ryan Hollingshead\Ryan-Hollingshead,us USA,DFMF,FC Dallas,24,1991,29,22,2025,22.5,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
232,Omar Holness\Omar-Holness,jm JAM,MF,Real Salt Lake,21,1994,9,3,282,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
233,David Horst\David-Horst,us USA,DF,Houston,30,1985,26,24,2212,24.6,3,0,3,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
234,Tim Howard\Tim-Howard,us USA,GK,Colorado,36,1979,17,17,1530,17.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Erik Hurtado\Erik-Hurtado,us USA,FW,Vancouver,25,1990,24,12,1237,13.7,2,1,2,0,0,2,0,0.15,0.07,0.22,0.15,0.22,Matches
236,Baggio Husidić\Baggio-Husidic,ba BIH,MF,LA Galaxy,28,1987,29,16,1563,17.4,2,2,2,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches
237,Kennedy Igboananike\Kennedy-Igboananike,ng NGA,FWMF,Chicago,26,1989,18,18,1512,16.8,4,1,4,0,0,2,0,0.24,0.06,0.30,0.24,0.30,Matches
238,Kennedy Igboananike\Kennedy-Igboananike,ng NGA,MFFW,D.C. United,26,1989,7,2,240,2.7,1,0,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37,Matches
239,Ilsinho\Ilsinho,br BRA,MF,Philadelphia,30,1985,25,14,1285,14.3,2,2,1,1,2,2,1,0.14,0.14,0.28,0.07,0.21,Matches
240,Andrés Imperiale\Andres-Imperiale,ar ARG,DF,San Jose,29,1986,11,10,867,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Andoni Iraola\Andoni-Iraola,es ESP,MFDF,NYCFC,33,1982,29,25,2180,24.2,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches
242,Clint Irwin\Clint-Irwin,us USA,GK,Toronto FC,26,1989,19,19,1689,18.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Andreas Ivanschitz\Andreas-Ivanschitz,at AUT,MFFW,Seattle,32,1983,28,25,1895,21.1,3,7,3,0,0,5,0,0.14,0.33,0.47,0.14,0.47,Matches
244,R. J. Allen\R-J-Allen,us USA,DF,NYCFC,25,1990,24,19,1749,19.4,1,6,1,0,0,6,0,0.05,0.31,0.36,0.05,0.36,Matches
245,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,22,1993,7,1,176,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches
246,Andrew Jacobson\Andrew-Jacobson,us USA,MFDF,Vancouver,30,1985,26,18,1755,19.5,2,0,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches
247,Adam Jahn\Adam-Jahn,us USA,FW,Columbus,25,1991,12,4,466,5.2,5,0,5,0,0,0,0,0.97,0.00,0.97,0.97,0.97,Matches
248,Adam Jahn\Adam-Jahn,us USA,FW,San Jose,25,1991,10,0,105,1.2,1,0,1,0,0,0,0,0.86,0.00,0.86,0.86,0.86,Matches
249,Bradford Jamieson IV\Bradford-Jamieson-IV,us USA,FWMF,LA Galaxy,19,1996,3,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
250,Agustin Jara\Agustin-Jara,ar ARG,DF,FC Dallas,23,1992,3,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
251,Jared Jeffrey\Jared-Jeffrey,us USA,MF,D.C. United,25,1990,21,14,1317,14.6,2,0,2,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
252,Jack Jewsbury\Jack-Jewsbury,us USA,MF,Portland,34,1981,23,17,1504,16.7,1,2,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches
253,Hector Jiménez\Hector-Jimenez,us USA,DFMF,Columbus,27,1988,25,14,1243,13.8,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches
254,Eirik Johansen\Eirik-Johansen,no NOR,GK,NYCFC,23,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
255,Sean Johnson\Sean-Johnson,us USA,GK,Chicago,26,1989,22,22,1980,22.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
256,Will Johnson\Will-Johnson,ca CAN,MF,Toronto FC,29,1987,23,19,1661,18.5,2,3,2,0,1,4,0,0.11,0.16,0.27,0.11,0.27,Matches
257,Darwin Jones\Darwin-Jones,us USA,FWMF,Seattle,23,1992,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Jermaine Jones\Jermaine-Jones,us USA,MF,Colorado,34,1981,9,8,723,8.0,3,1,3,0,0,4,0,0.37,0.12,0.50,0.37,0.50,Matches
259,Joevin Jones\Joevin-Jones,tt TRI,DF,Seattle,24,1991,33,29,2545,28.3,2,3,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,Matches
260,Matt Jones\Matt-Jones,eng ENG,GK,Philadelphia,29,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Marcel de Jong\Marcel-de-Jong,ca CAN,DF,Vancouver,29,1986,7,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Nigel de Jong\Nigel-de-Jong,nl NED,MF,LA Galaxy,31,1984,18,18,1557,17.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
263,Pa-Modou Kah\Pa-Modou-Kah,no NOR,DF,Vancouver,35,1980,5,4,396,4.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
264,Kaká\Kaka,br BRA,MF,Orlando City,33,1982,24,23,1951,21.7,9,11,5,4,5,2,0,0.42,0.51,0.92,0.23,0.74,Matches
265,Alhaji Kamara\Alhaji-Kamara,sl SLE,FW,D.C. United,21,1994,8,2,177,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches
266,Kei Kamara\Kei-Kamara,sl SLE,FW,New England,31,1984,21,21,1867,20.7,7,2,7,0,0,5,0,0.34,0.10,0.43,0.34,0.43,Matches
267,Kei Kamara\Kei-Kamara,sl SLE,FW,Columbus,31,1984,9,9,789,8.8,5,0,4,1,1,0,0,0.57,0.00,0.57,0.46,0.46,Matches
268,Ola Kamara\Ola-Kamara,no NOR,FW,Columbus,26,1989,25,20,1863,20.7,16,2,14,2,3,0,0,0.77,0.10,0.87,0.68,0.77,Matches
269,Alec Kann\Alec-Kann,us USA,GK,Sporting KC,25,1990,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,25,1990,33,31,2790,31.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
271,Phanuel Kavita\Phanuel-Kavita,us USA,DF,Real Salt Lake,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
272,Robbie Keane\Robbie-Keane,ie IRL,FW,LA Galaxy,35,1980,17,16,1425,15.8,10,1,7,3,4,1,0,0.63,0.06,0.69,0.44,0.51,Matches
273,Taylor Kemp\Taylor-Kemp,us USA,DF,D.C. United,25,1990,31,30,2745,30.5,1,4,1,0,0,2,0,0.03,0.13,0.16,0.03,0.16,Matches
274,Dan Kennedy\Dan-Kennedy,us USA,GK,LA Galaxy,33,1982,3,2,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
275,Sacha Kljestan\Sacha-Kljestan,us USA,MF,NY Red Bulls,30,1985,32,30,2615,29.1,6,16,5,1,1,3,0,0.21,0.55,0.76,0.17,0.72,Matches
276,Chris Klute\Chris-Klute,us USA,DF,Portland,25,1990,8,8,707,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
277,Brad Knighton\Brad-Knighton,us USA,GK,New England,30,1985,13,13,1153,12.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
278,Daigo Kobayashi\Daigo-Kobayashi,jp JPN,MFDF,New England,32,1983,27,6,714,7.9,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
279,Gershon Koffie\Gershon-Koffie,gh GHA,MFDF,New England,24,1991,22,19,1540,17.1,0,3,0,0,0,8,1,0.00,0.18,0.18,0.00,0.18,Matches
280,Aaron Kovar\Aaron-Kovar,us USA,FWMF,Seattle,22,1993,16,10,806,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
281,Eric Kronberg\Eric-Kronberg,us USA,GK,Montreal,32,1983,2,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Masato Kudo\Masato-Kudo,jp JPN,FW,Vancouver,25,1990,17,12,888,9.9,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,Matches
283,Matías Laba\Matias-Laba,ar ARG,MF,Vancouver,24,1991,32,32,2723,30.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
284,Nick LaBrocca\Nick-LaBrocca,us USA,MF,Chicago,31,1984,12,5,520,5.8,0,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
285,Connor Lade\Connor-Lade,us USA,DF,NY Red Bulls,26,1989,18,15,1382,15.4,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,Matches
286,Frank Lampard\Frank-Lampard,eng ENG,MF,NYCFC,37,1978,19,15,1277,14.2,12,2,11,1,1,3,0,0.85,0.14,0.99,0.78,0.92,Matches
287,Matt Lampson\Matt-Lampson,us USA,GK,Chicago,26,1989,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Jeff Larentowicz\Jeff-Larentowicz,us USA,MF,LA Galaxy,32,1983,23,17,1502,16.7,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
289,Cyle Larin\Cyle-Larin,ca CAN,FW,Orlando City,20,1995,32,29,2448,27.2,14,3,14,0,0,0,0,0.51,0.11,0.62,0.51,0.62,Matches
290,Adam Larsen Kwarasey\Adam-Larsen-Kwarasey,gh GHA,GK,Portland,28,1987,7,6,581,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Emil Larsen\Emil-Larsen,dk DEN,MF,Columbus,24,1991,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
292,Ariel Lassiter\Ariel-Lassiter,cr CRC,FW,LA Galaxy,21,1994,3,2,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
293,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,23,1992,21,21,1799,20.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,MF,Philadelphia,32,1984,21,13,1208,13.4,2,3,2,0,1,2,0,0.15,0.22,0.37,0.15,0.37,Matches
295,Sébastien Le Toux\Sebastien-Le-Toux,fr FRA,MF,Colorado,32,1984,11,8,650,7.2,1,2,1,0,0,1,0,0.14,0.28,0.42,0.14,0.42,Matches
296,Michael de Leeuw\Michael-de-Leeuw,nl NED,FWMF,Chicago,29,1986,18,17,1459,16.2,7,2,7,0,0,2,0,0.43,0.12,0.56,0.43,0.56,Matches
297,Wandrille Lefèvre\Wandrille-Lefevre,ca CAN,DF,Montreal,26,1989,13,12,1113,12.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Leonardo\Leonardo,br BRA,DF,LA Galaxy,27,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Carlos Lizarazo\Carlos-Lizarazo,co COL,MF,FC Dallas,24,1991,8,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,23,1992,31,23,2053,22.8,1,4,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,Matches
301,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,26,1989,13,13,1170,13.0,4,6,4,0,0,4,0,0.31,0.46,0.77,0.31,0.77,Matches
302,Mikey Lopez\Mikey-Lopez,us USA,MF,NYCFC,22,1993,15,6,680,7.6,0,1,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches
303,Rob Lovejoy\Rob-Lovejoy,us USA,FW,Houston,24,1991,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Daniel Lovitz\Daniel-Lovitz,us USA,FWMF,Toronto FC,24,1991,12,5,408,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
305,Zach Loyd\Zach-Loyd,us USA,DF,FC Dallas,28,1987,12,10,921,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
306,Cedrick Mabwati\Cedrick-Mabwati,cd COD,MF,Columbus,23,1992,17,6,598,6.6,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches
307,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,24,1991,19,19,1530,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
308,Mike Magee\Mike-Magee,us USA,MFFW,LA Galaxy,31,1984,30,16,1469,16.3,6,2,6,0,0,1,0,0.37,0.12,0.49,0.37,0.49,Matches
309,Cristian Maidana\Cristian-Maidana,ar ARG,MF,Houston,29,1987,30,21,1688,18.8,3,3,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches
310,Calum Mallace\Calum-Mallace,sco SCO,MF,Montreal,26,1990,18,10,866,9.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
311,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Montreal,31,1984,15,7,776,8.6,3,4,3,0,0,1,0,0.35,0.46,0.81,0.35,0.81,Matches
312,Kekuta Manneh\Kekuta-Manneh,us USA,MF,Vancouver,21,1994,17,13,1135,12.6,5,2,5,0,0,1,0,0.40,0.16,0.56,0.40,0.56,Matches
313,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,20,1995,22,10,1060,11.8,6,1,5,1,1,0,0,0.51,0.08,0.59,0.42,0.51,Matches
